624 Packard,"624 Packard St Ann Arbor, MI 48104",Studio,1,Apartment,"$925 to $1,449",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/d05zj6,42.2710909,-83.7411838
826 McKinley,"826 McKinley Avenue Ann Arbor, MI 48104",Studio,1,House,$925 to $950,"Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/scna2w,42.2676037,-83.7377393
320 S Division,"320 South Division Street #10 Ann Arbor, MI 48104",Studio,1,House,$930 to $975,"Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/51p9jd,42.2787295,-83.7444412
315 S Division,"315 South Division Street Ann Arbor, MI 48104",Studio,1,Apartment,$945 ,"Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/4y413j,42.2789279,-83.7438603
AVAILABLE February 1st . Looking for ONE HIGH QUALITY RoomMATE to share my AMAZING second home.,"1309 South 7th Street Ann Arbor, MI 48103",1,1,Room,"$950 to $1,000","Move-In: Feb 1, 2019",Pets Considered,"Off-Street Parking, On-Street Parking",http://offcmp.us/y1cgf2,42.2645981,-83.7579044
424 North State Street Unit #4,"424 North State Street Ann Arbor, MI 48104",Studio,1,Apartment,$950 ,"Move-In: Aug 15, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/acv41w,42.2847187,-83.7406859
"Old West Side Studio/Efficiency Available January 1, 2019","834 West Huron Street Ann Arbor, MI 48103",Studio,1,Efficiency,$950 ,"Move-In: Jan 5, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/x9bqc4,42.2819304,-83.7581326
210 N. State,"210 North State Street Ann Arbor, MI 48104",Studio,1,House,"$955 to $1,135","Move-In: Aug 29, 2019",Pets Not Allowed,No Parking,http://offcmp.us/xqd865,42.2826047,-83.7406029
307 Thompson,"307 Thompson Street Ann Arbor, MI 48104",Studio,1,Apartment,$960 to $970,"Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/m4jmmj,42.2791082,-83.7429474
816 South State Street Unit 5,"816 South State Street Ann Arbor, MI 48104",Studio,1,Apartment,$975 ,"Move-In: Sep 1, 2019",Pets Not Allowed,No Parking,http://offcmp.us/pxvm77,42.2713837,-83.7408354
Willowtree Apartments,"1819 Willowtree Lane Ann Arbor, MI 48105",2,1,Apartment,$988 ,Move-In: Available Now,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/my10l1,42.299676,-83.717937
825 Tappan Ave,"825 Tappan Ave Ann Arbor, MI 48104",Studio,2,Apartment,"$995 to $1,995",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/snpmrh,42.2714171,-83.7369719
805 Spring St,"805 Spring St Ann Arbor, MI 48103",Studio,1,Apartment,"$849 to $1,295",Move-In: See Floorplans,Pets Allowed (Cats),No Parking,http://offcmp.us/xdgytj,42.2892551,-83.7528431
1130 Oakland Ave,"1130 Oakland Ave Ann Arbor, MI 48104",1,1,Apartment,"$1,005 to $1,149",Move-In: See Floorplans,Pets Not Allowed,Off-Street Parking,http://offcmp.us/fxaryc,42.2700626,-83.7346479
336 E. Madison #1,"336 E Madison St Ann Arbor, MI 48104",1,1,Apartment,"$1,025 ","Move-In: Aug 30, 2019",Pets Allowed,Off-Street Parking,http://offcmp.us/p74c5c,42.2739709,-83.7447524
553 S 4th Ave,"553 S 4th Ave Ann Arbor, MI 48104",1,1,Apartment,"$1,025 to $1,195",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/qwgrpx,42.2743436,-83.7473664
554 S 5th Ave,"554 S 5th Ave Ann Arbor, MI 48104",Studio,2,Apartment,"$1,025 to $1,549",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/a3xp2f,42.2744789,-83.7466818
1219 S State,"1219 South State Street Ann Arbor, MI 48104",1,1,House,"$1,025 ","Move-In: Aug 28, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/9xt6m8,42.2665887,-83.7402294
216 N State,"216 North State Street Ann Arbor, MI 48104",Studio,1,Apartment,"$1,025 ","Move-In: Aug 28, 2019",Pets Considered,On-Street Parking,http://offcmp.us/ntxd0y,42.2828168,-83.7406236
903 Mary,"903 Mary Street #2 Ann Arbor, MI 48104",1,1,House,"$1,030 to $1,040","Move-In: Aug 28, 2019",Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/vqx559,42.2708811,-83.7415573
One BedRoom,"1026 Vaughn St Ann Arbor, MI 48104",1,1,Apartment,"$1,045 ",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/6f8cm9,42.2687769,-83.7363911
1016 E Ann St,"1016 E Ann St Ann Arbor, MI 48104",1,1,Apartment,"$1,050 to $1,300",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/xqv16x,42.2820216,-83.7362456
GREAT 1 BEDRoom Condo WITH FINISHED BASEMENT NEAR UNIVERSITY OF MICHIGAN,"2274 Pittsfield Boulevard Ann Arbor, MI 48104",1,1,Condo,"$1,075 ",Move-In: Available Now,Pets Considered,On-Street Parking,http://offcmp.us/xcglt2,42.2534079,-83.6914752
320 S Division,"320 South Division Street #11 Ann Arbor, MI 48104",1,1,House,"$1,090 to $1,215","Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/yhmkma,42.2787295,-83.7444412
904 S State,"904 South State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,090 ","Move-In: Aug 28, 2019",Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/dg0mfn,42.2706892,-83.7408519
1338 Washtenaw #3,"1338 Washtenaw Avenue #3 Ann Arbor, MI 48104",Studio,1,Efficiency,"$1,095 ",Move-In: Available Now,Pets Allowed,Off-Street Parking,http://offcmp.us/vd610n,42.2753533,-83.7321371
551 S 4th Ave,"551 S 4th Ave Ann Arbor, MI 48104",Studio,1,Apartment,"$1,095 ",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/0yjwrw,42.2744519,-83.7472419
526 Linden Studio,"526 Linden Street Ann Arbor, MI 48104",Studio,1,Apartment,"$1,095 ","Move-In: Aug 30, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/gqntd3,42.2756147,-83.7285753
728 S Main,"728 S Main St Ann Arbor, MI 48104",1,1,Apartment,"$1,095 ",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/r3m6x2,42.2717536,-83.750167
118 Kingsley,"118 East Kingsley Street Ann Arbor, MI 48104",1,1,House,"$1,100 ","Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/7xfck8,42.284677,-83.747359
816 South State Street Unit 3,"816 South State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,100 ","Move-In: Sep 1, 2019",Pets Not Allowed,No Parking,http://offcmp.us/cd81n4,42.2713837,-83.7408354
816 South State Street Unit 4,"816 South State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,100 ","Move-In: Sep 1, 2019",Pets Not Allowed,No Parking,http://offcmp.us/ttgj1b,42.2713837,-83.7408354
216 N State,"216 North State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,110 to $1,190","Move-In: Aug 28, 2019",Pets Considered,On-Street Parking,http://offcmp.us/t6l5zw,42.2828168,-83.7406236
630 Packard,"630 Packard Street Ann Arbor, MI 48104",1,1,Apartment,"$1,120 ","Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/98gh91,42.2709953,-83.7408691
1 BR/1 BA Apartments available 2019/2020 school year. Great location!,"526 S. Division Ann Arbor, MI 48104",1,1,Apartment,"$1,150 to $1,250","Move-In: Aug 28, 2019                Subletting allowed",Pets Not Allowed,Off-Street Parking,http://offcmp.us/8bpeyg,42.2752683,-83.7446279
200 N State,"200 North State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,160 to $1,210","Move-In: Aug 28, 2019",Pets Allowed,Off-Street Parking,http://offcmp.us/yf946n,42.2823002,-83.7406444
845 Brookwood #3,"845 Brookwood Place Ann Arbor, MI 48104",1,1,Apartment,"$1,175 ","Move-In: May 10, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/jskhp3,42.267266,-83.737579
845 Brookwood #4,"845 Brookwood Place Ann Arbor, MI 48104",1,1,Apartment,"$1,175 ","Move-In: Sep 1, 2019",Pets Considered,Off-Street Parking,http://offcmp.us/94dc7v,42.267266,-83.737579
"Newly Renovated, Furnished. 1 BedRoom, 1 Bath, Garden Level Apt - Avail: Sept 2019 - Aug 2020","415 Benjamin Street Ann Arbor, MI 48104",1,1,Apartment,"$1,185 ","Move-In: Sep 1, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/ujoyst,42.2711072,-83.7439432
1 BedRoom- Entire Top Floor,"336 E Madison St Apt #3 Ann Arbor, MI 48104",1,1,Apartment,"$1,195 ","Move-In: Aug 30, 2019","Pets Allowed (Cats, Dogs)",Off-Street Parking,http://offcmp.us/x05n3b,42.2739709,-83.7447524
217 N Normal Unit 1,"217 North Normal Street Ypsilanti, MI 48197",2,2,Apartment,"$1,195 ",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/bv9scz,42.2443839,-83.623685
"Large airy Studio, 3 min from Diag, across street from CCRB and Dental School","1311 Wilmot St, Apt 4 Ann Arbor, MI 48104",Studio,1,House,"$1,200 to $1,400","Move-In: Aug 31, 2019                Subletting allowed",Pets Not Allowed,Off-Street Parking,http://offcmp.us/54uz0o,42.2767772,-83.7325729
"Remodeled 1BR Apartment, Very Close to Central Campus","402 Hill Street Ann Arbor, MI 48104",1,1,Apartment,"$1,200 ","Move-In: Aug 31, 2019",Pets Not Allowed,On-Street Parking,http://offcmp.us/hjwxlp,42.2715812,-83.7441922
424 North State Street Unit #3,"424 North State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,225 ","Move-In: Feb 15, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/14xnrd,42.2847187,-83.7406859
424 North State Street Unit #2,"424 North State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,225 ","Move-In: Feb 15, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/znmn9m,42.2847187,-83.7406859
208 N Division,"208 North Division Street Ann Arbor, MI 48104",Studio,1,House,"$1,240 ","Move-In: Aug 28, 2019",Pets Not Allowed,No Parking,http://offcmp.us/83tvha,42.282553,-83.743284
527 S 4th Ave,"527 S 4th Ave Ann Arbor, MI 48104",1,2,Apartment,"$1,249 to $1,849",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/7755n2,42.275174,-83.747209
Spacious 1BR Apartment Close to Yost Arena,"1313 South State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Sep 1, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/4lb7wa,42.2649954,-83.7402087
1221 Brooklyn  #1,"1221 Brooklyn Avenue Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Sep 1, 2019",Pets Not Allowed,Garage Parking,http://offcmp.us/xcgvay,42.2637946,-83.7334519
845 Brookwood #1,"845 Brookwood Place Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Sep 1, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/c8v7zx,42.267266,-83.737579
1221 Brooklyn #3,"1221 Brooklyn Avenue Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Sep 1, 2019",Pets Not Allowed,Garage Parking,http://offcmp.us/ndfjwk,42.2637946,-83.7334519
1221 Brooklyn #4,"1221 Brooklyn Avenue Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Sep 1, 2019",Pets Not Allowed,Garage Parking,http://offcmp.us/gfgf8m,42.2637946,-83.7334519
845 Brookwood #2,"845 Brookwood Place Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Sep 1, 2019",Pets Considered,Off-Street Parking,http://offcmp.us/lh32sr,42.267266,-83.737579
530 North 5th Ave Unit B,"530 North 5th Avenue Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Aug 15, 2019",Pets Not Allowed,On-Street Parking,http://offcmp.us/9t6p6v,42.2858702,-83.7456237
424 North State Street Unit #1,"424 North State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Aug 15, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/mhnsw9,42.2847187,-83.7406859
816 South State Street Unit 1,"816 South State Street Ann Arbor, MI 48104",1,1,Apartment,"$1,250 ","Move-In: Sep 1, 2019",Pets Not Allowed,No Parking,http://offcmp.us/gk3kr3,42.2713837,-83.7408354
925 Church,"925 Church Street #6 Ann Arbor, MI 48104",1,1,Apartment,"$1,270 ","Move-In: Aug 28, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/vbz5ww,42.2706492,-83.7341499
"Woodbury Gardens, 1 bedRoom Apartment, Shuttle Service, near the Big House","1245 Astor Avenue Ann Arbor, MI 48104",1,1,Apartment,"$1,275 to $1,475",Move-In: Available Now,"Pets Allowed (Cats, Dogs)","Off-Street Parking, On-Street Parking",http://offcmp.us/vwc9xw,42.2573245,-83.7332369
508 Hill St,"508 Hill St Ann Arbor, MI 48104",Studio,1,House,"$1,275 to $1,549",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/j8ln7q,42.271608,-83.7429266
"800 Fuller Apartments, Corner Great Updated Top Floor 2  BDR Apt, Unfurnished for Fall 2018","800-802 Fuller Street Ann Arbor, MI 48104",2,1,Apartment,"$1,280 ",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/l9r2zt,42.2861388,-83.73999
520 N Ashley St,"520 N Ashley St Ann Arbor, MI 48103",1,1,Apartment,"$1,295 to $1,449",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/y5rs5m,42.285661,-83.7491713
512 N Ashley St,"512 N Ashley St Ann Arbor, MI 48103",1,1,Apartment,"$1,295 ",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/mtnpww,42.2854354,-83.7492543
Tower Plaza Condominium,"555 E. William Ann Arbor, MI 48104",Studio,1,Condo,"$1,300 to $1,350","Move-In: Nov 7, 2018-Jan 1, 2019                Subletting allowed",Pets Not Allowed,Off-Street Parking,http://offcmp.us/yuccxe,42.2780025,-83.7423665
307 S. Division,"307 S DIVISION ANN ARBOR, MI 48104",2,1,Apartment,"$1,300 ",Move-In: Available Now                Subletting allowed,Pets Considered (Cats),"Off-Street Parking, On-Street Parking",http://offcmp.us/2f1j3c,42.2791377,-83.7438395
530 North 5th Ave Unit C,"530 North 5th Avenue Ann Arbor, MI 48104",1,1,Apartment,"$1,300 ","Move-In: Aug 15, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/bljtbt,42.2858702,-83.7456237
1001 E University,"1001 East University Avenue Ann Arbor, MI 48104",1,1,Apartment,"$1,310 ","Move-In: Aug 28, 2019",Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/3ax4nd,42.2695979,-83.7352704
308 E Jefferson St,"308 E Jefferson St Ann Arbor, MI 48104",Studio,1,Apartment,"$875 to $1,395",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/404yz2,42.2760402,-83.745769
324 E Jefferson St,"324 E Jefferson St Ann Arbor, MI 48104",Studio,2,Apartment,"$975 to $1,695",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/gbl20b,42.2759882,-83.7451673
"Cozy one-bedRoom, free electric, 3 min to Diag, across street from CCRB and Dental School","1311 Wilmot St., Apt 6 Ann Arbor, MI 48104",1,1,House,"$1,350 ","Move-In: Aug 31, 2019                Subletting allowed",Pets Not Allowed,Off-Street Parking,http://offcmp.us/wxlm4a,42.2767772,-83.7325729
2 BEDRoom APT RIGHT ON MAIN ST - BETWEEN UofM STADIUM AND DOWNTOWN. NEAR CENTRAL CAMPUS,"701 S. MAIN ST., #1 ANN ARBOR, MI 48104",2,1,House,"$1,350 ","Move-In: Sep 1, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/j2ojsm,42.272615,-83.749154
817 Arch St,"817 Arch St Ann Arbor, MI 48104",1,2,Apartment,"$1,395 to $1,849",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/zb2ssq,42.2699937,-83.7386525
Atrio Apartment Homes - 1000 W. Huron,"1000 W Huron St Ann Arbor, MI 48103",1,2,Apartment,"$1,165 to $1,549",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/r9d3lq,42.2819958,-83.7598903
118 Kingsley,"118 East Kingsley Street Ann Arbor, MI 48104",2,1,House,"$1,440 to $1,580","Move-In: Aug 28, 2019",Pets Allowed (Cats),No Parking,http://offcmp.us/z7ypt7,42.284677,-83.747359
"Large one-bedRoom, 3 min to diag, across street from CCRB and Dental School","1311 Wilmot St. Apt 3 Ann Arbor, MI 48104",1,1,House,"$1,450 ","Move-In: Aug 31, 2019                Subletting allowed",Pets Not Allowed,Off-Street Parking,http://offcmp.us/bc2twp,42.2767772,-83.7325729
Cozy 2BR Apartment - Short walk to Campus,"402 Hill Street Ann Arbor, MI 48104",2,1,Apartment,"$1,450 to $1,600","Move-In: Sep 1, 2019",Pets Not Allowed,On-Street Parking,http://offcmp.us/eh843f,42.2715812,-83.7441922
Huron Flats - 1117 W. Huron,"1117 W Huron St Ann Arbor, MI 48103",2,1,Apartment,"$1,475 ",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/vmp5mr,42.2815921,-83.7617831
Downtown 1 bdrm  in quiet historical Tudor Bldg. With outdoor deck. A Must see,"717 West Huron Street Ann Arbor, MI 48103",1,1,Apartment,"$1,475 ","Move-In: Jan 1, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/3vr6wz,42.2813956,-83.7564109
Central Campus (DIAG) - Angell Hall side. HEAT INCLUDED. Huge 2/1 bed apt. Super-Size  main Rooms.,"326 Thompson Ann Arbor, MI 48104",2,1,Apartment,"$1,494 ","Move-In: Aug 15, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/ty2drx,42.2785037,-83.7434661
Sans Souci-1036 S Main Street,"1036 S Main St Ann Arbor, MI 48104",Studio,2,Apartment,"$1,049 to $1,849",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/f1vjxn,42.2679807,-83.7505668
1575 Oakfield Drive,"1575 Oakfield Drive Ann Arbor, MI 48108",2,2,Apartment,"$1,495 ",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/rzh8bs,42.236642,-83.761375
211 E Madison St,"211 E Madison St Ann Arbor, MI 48104",2,3,Apartment,"$1,525 to $2,575",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/vbxkaq,42.2742511,-83.747076
Two BedRoom,"910 Packard St Ann Arbor, MI 48104",2,1,Apartment,"$1,525 ",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/jt8hl7,42.2680776,-83.7379886
618 Packard,"618 Packard St Ann Arbor, MI 48104",Studio,2,Apartment,"$1,095 to $1,549",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/1y40tw,42.2711722,-83.7412668
Spacious 2BR Apartments Close to Yost Arena,"1313 South State Street Ann Arbor, MI 48104",2,1,Apartment,"$1,550 to $1,700","Move-In: Sep 1, 2019",Pets Not Allowed,On-Street Parking,http://offcmp.us/2l32dj,42.2649954,-83.7402087
808 E Kingsley St. Unit A,"808 East Kingsley Street Ann Arbor, MI 48104",1,1,Apartment,"$1,550 ","Move-In: Aug 31, 2019",Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/fxvfzy,42.2847208,-83.7393157
North Side of Ann Arbor- 3 BedRoom,"1609 Traver Road Ann Arbor, MI 48105",3,1,House,"$1,550 ",Move-In: Available Now,Pets Allowed,"Garage Parking, Off-Street Parking",http://offcmp.us/f9r1pn,42.2966248,-83.7340046
1734 Abbott Avenue #2,"1734 Abbott Avenue Ann Arbor, MI 48103",2,1,Apartment,"$1,550 ","Move-In: Sep 1, 2019",Pets Considered,"Off-Street Parking, On-Street Parking",http://offcmp.us/jxd739,42.2802157,-83.7692702
908 Sybil St,"908 Sybil St Ann Arbor, MI 48104",2,1,Apartment,"$1,595 ",Move-In: See Floorplans,Pets Not Allowed,Off-Street Parking,http://offcmp.us/06j9t7,42.270561,-83.7434246
526 Linden Unit #1,"526 Linden Ann Arbor, MI 48104",2,1,Apartment,"$1,595 ","Move-In: Aug 30, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/hr8jc4,42.2756147,-83.7285753
514 West Stadium Boulevard,"514 West Stadium Boulevard Ann Arbor, MI 48103",2,1,Duplex,"$1,595 ",Move-In: Available Now,"Pets Allowed (Cats, Dogs)",Off-Street Parking,http://offcmp.us/j1aqwz,42.264363,-83.753502
1540 Siller Terrace,"1540 Siller Terrace Ann Arbor, MI 48103",2,1,Townhouse,"$1,600 ",Move-In: Available Now,"Pets Allowed (Cats, Dogs)",Off-Street Parking,http://offcmp.us/f4zhhq,42.276507,-83.768051
1484 W Liberty,"1484 West Liberty Road Ann Arbor, MI 48103",2,1,Townhouse,"$1,600 ",Move-In: Available Now,"Pets Allowed (Cats, Dogs)",Off-Street Parking,http://offcmp.us/vvp7hg,42.2730343,-83.7892749
217 N  Normal Unit 2,"217 North Normal Street Ypsilanti, MI 48197",4,2,Apartment,"$1,600 ",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/zyax6j,42.2443839,-83.623685
1384 Addington Lane - 1384 Addington Lane,"1384 Addington Ln Ann Arbor, MI 48108",2,2,Apartment,"$1,645 ",Move-In: Available Now,"Pets Allowed (Cats, Dogs)",Off-Street Parking,http://offcmp.us/t2lwzg,42.221611,-83.724333
809 W Madison St,"809 W Madison St Ann Arbor, MI 48103",1,2,Apartment,"$1,295 to $1,649",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/hrgfqf,42.2736271,-83.7578007
536 S 4th Ave,"536 S 4th Ave Ann Arbor, MI 48104",Studio,2,Apartment,"$1,095 to $1,849",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/kr46sp,42.2749462,-83.7478643
558 S 5th Ave,"558 S 5th Ave Ann Arbor, MI 48104",2,4,Apartment,"$1,649 to $3,295",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/wgtcdk,42.2743052,-83.746661
1015 EAST ANN STREET,"1015 E. Ann Street Ann Arbor, MI 48104",2,1,Apartment,"$1,650 ","Move-In: Aug 28, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/v1n2t8,42.2824322,-83.7363909
318 John St 2 BedRoom Apartments!,"318 John St. Ann Arbor, MI 48104",2,1,Apartment,"$1,650 ","Move-In: Aug 30, 2019","Pets Allowed (Cats, Dogs)",Off-Street Parking,http://offcmp.us/oe91sh,42.2729082,-83.7456652
"428 S. First St., Apt. 2, Ann Arbor, MI 48103","428 South 1st Street Ann Arbor, MI 48103",3,1,Apartment,"$1,650 ",Move-In: Available Now,Pets Not Allowed,Off-Street Parking,http://offcmp.us/f6lax4,42.2769435,-83.7514325
426 E Kingsley St. Unit A,"426 East Kingsley Street Unit A Ann Arbor, MI 48104",2,1,Apartment,"$1,650 ","Move-In: Aug 31, 2019",Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/gzxpba,42.284507,-83.7424287
1003 Packard Unit A,"1003 Packard Street Ann Arbor, MI 48104",2,1,Apartment,"$1,650 ","Move-In: Sep 1, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/2f6n5n,42.2677795,-83.7367437
"NEWLY RENOVATED!  Furnished 2 BedRoom, 1 Bath Bi-Level Apt w/ Balcony Available Sept 2019 - Aug 2020","415 Benjamin Street Ann Arbor, MI 48104",2,1,Apartment,"$1,665 ","Move-In: Sep 1, 2019-Aug 21, 2020",Pets Not Allowed,Off-Street Parking,http://offcmp.us/te25pr,42.2711072,-83.7439432
1009 Church,"1009 Church Street Ann Arbor, MI 48104",2,1,Apartment,"$1,670 ","Move-In: Aug 28, 2019",Pets Considered,No Parking,http://offcmp.us/pw2xmz,42.2699,-83.7341291
1221 Brooklyn #5,"1221 Brooklyn Avenue Ann Arbor, MI 48104",2,2,Apartment,"$1,675 ","Move-In: Sep 1, 2019",Pets Not Allowed,Garage Parking,http://offcmp.us/78l352,42.2637946,-83.7334519
2 BedRoom- Bi Level Apartments,"526 Linden Street Ann Arbor, MI 48104",2,1,Apartment,"$1,695 ","Move-In: Aug 30, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/958y9g,42.2756147,-83.7285753
2BR/1BA Apartments - across from Dental School,"413 Washtenaw Ave. Ann Arbor, MI 48104",2,1,Apartment,"$1,700 to $1,800","Move-In: Sep 1, 2019                Subletting allowed",Pets Not Allowed,No Parking,http://offcmp.us/4fubsz,42.2768911,-83.7330556
2-BEDRoom Apartment!  VERY CLOSE TO CENTRAL CAMPUS AND U OF M HOSPITAL!,"114 N INGALLS, #31 ANN ARBOR, MI 48104",2,1,House,"$1,700 ","Move-In: Sep 1, 2019",Pets Not Allowed,Off-Street Parking,http://offcmp.us/ev4x0u,42.281819,-83.7381546
Super cute Pittsfield Village Condo,"2234 Pittsfield Blvd Ann Arbor, MI 48104",1,1,Condo,"$1,700 ",Move-In: Available Now,Pets Not Allowed,On-Street Parking,http://offcmp.us/ajhr9x,42.2545867,-83.6909059
555 William- Tower  Plaza,"555 East William Street Ann Arbor, MI 48104",1,1,Apartment,"$1,700 ","Move-In: May 10, 2019",Pets Not Allowed,No Parking,http://offcmp.us/3428mm,42.2780025,-83.7423665
400 Maynard Studio Apartments,"400 Maynard Street Ann Arbor, MI 48103",Studio,1,Apartment,"$1,740 ","Move-In: Aug 26, 2019",Pets Not Allowed,Garage Parking,http://offcmp.us/z4511f,42.2776144,-83.7422835
414 S Division St,"414 S Division St Ann Arbor, MI 48104",Studio,2,Apartment,"$1,149 to $1,749",Move-In: See Floorplans,Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/ppqg3s,42.27729,-83.7444204
Tower Plaza Condominium,"555 E. William Ann Arbor, MI 48104",1,1,Condo,"$1,750 ","Move-In: Nov 7, 2018-Jan 1, 2019                Subletting allowed",Pets Not Allowed,Garage Parking,http://offcmp.us/1sc3ry,42.2780025,-83.7423665
2243 South Huron Parkway,"2243 South Huron Parkway Ann Arbor, MI 48104",3,2,Apartment,"$1,750 ",Move-In: Available Now,"Pets Allowed (Cats, Dogs)",Garage Parking,http://offcmp.us/rddh1m,42.253359,-83.696605
422 E Kingsley,"422 East Kingsley Street Ann Arbor, MI 48104",2,1,Apartment,"$1,800 ","Move-In: Aug 31, 2019",Pets Allowed (Cats),Off-Street Parking,http://offcmp.us/ra76sw,42.2844393,-83.7425947
417 South 7th Street,"417 South 7th Street Ann Arbor, MI 48103",2,1,Duplex,"$1,800 ",Move-In: Available Now,Pets Considered,"Garage Parking, Off-Street Parking",http://offcmp.us/cldypw,42.2770073,-83.7582363
"STYLISH, QUIET, & COMFORTABLE TWO BEDRoom, TWO BATH FURNISHED Condo CLOSE TO CAMPUS","1448 Millbrook Trail Ann Arbor, MI 48108",2,2,Condo,"$1,800 ","Earliest Move-In:        1/3/19                    Move-Out:                5/31/19",Pets Not Allowed,Garage Parking,http://offcmp.us/3qkb9f,42.238931,-83.758612
